id_servico,id_cliente,tipo_servico,subtipo,descricao_detalhada,unidade_medida,quantidade,valor_unitario_aplicado,valor_total,data_execucao,status
1007,239,Gesso 3D,,"Serviço de gesso 3d solicitado para galpão industrial, imóvel residencial.",metro quadrado,46.01,180.0,8281.8,2024-12-23,concluído
1008,202,Gesso Liso,Parede Pintada,Execução de gesso liso em fachada comercial.,metro quadrado,78.87,,,2026-03-20,CONCLUÍDO
1009,294,Gesso Liso,Parede Pintada,Execução de gesso liso em área externa.,metro quadrado,73.27,22.0,1611.94,2024-03-09,concluído
1010,296,Divisória Drywall,,"Divisória Drywall - corredor, conforme orçamento aprovado.",m2,17.57,,,2026-02-06,concluído
1011,101,Sanca,,Execução de sanca em quarto principal.,metro linear,36.73,,,2024-03-25,concluído
1012,60,Moldura de Gesso,7cm,"Moldura de Gesso - cozinha, conforme orçamento aprovado.",metro linear,10.67,12.0,128.04,2025-12-18,CONCLUÍDO
1013,60,Gesso Liso,Parede Pintada,"Gesso Liso - cozinha, conforme orçamento aprovado.",metro quadrado,13.13,22.0,288.86,2024-07-04,concluído
1014,225,Gesso Liso,Parede Rebocada,"Gesso Liso - recepção da loja, conforme orçamento aprovado.",metro quadrado,79.52,20.0,1590.4,17/01/2026,concluído
1015,334,Divisória Drywall,,"Divisória Drywall - sala de estar, conforme orçamento aprovado.",metro quadrado,75.03,113.87,8543.67,2026-02-21,concluído
1016,173,Gesso Liso,Parede Rebocada,"Serviço de gesso liso solicitado para área externa, imóvel residencial.",metro quadrado,73.65,20.0,1473.0,2024-05-17,concluído
1017,195,Forro Drywall,,"Forro Drywall - galpão industrial, conforme orçamento aprovado.",metro quadrado,72.01,96.31,6935.28,2026-04-04,Concluido
1018,50,Moldura de Gesso,15cm,Execução de moldura de gesso em galpão industrial.,metro linear,11.47,17.0,194.99,2024-07-14,concluído
1019,39,Sanca,,"Sanca - cozinha, conforme orçamento aprovado.",metro linear,35.86,95.0,3406.7,2025-05-08,Concluido
1020,307,Sanca,,"Sanca - cozinha, conforme orçamento aprovado.",m linear,25.92,82.78,2145.66,2025-03-12,Concluido
1021,176,Moldura de Gesso,20cm,Execução de moldura de gesso em fachada comercial.,metro linear,14.82,20.0,296.4,2026-06-18,concluído
1022,208,Gesso Liso,Parede de Tijolo,"Serviço de gesso liso solicitado para corredor, imóvel residencial.",metro quadrado,81.48,28.89,2353.96,2025-03-09,Concluido
1023,89,Forro Drywall,,Execução de forro drywall em sala comercial.,metro quadrado,80.61,84.0,6771.24,2026-04-09,concluído
1024,20,Gesso Liso,Parede Rebocada,"Serviço de gesso liso solicitado para quarto principal, imóvel residencial.",metro quadrado,20.78,19.06,396.07,2024-08-23,concluído
1025,265,Gesso Liso,Parede Rebocada,"Serviço de gesso liso solicitado para galpão industrial, imóvel residencial.",m2,11.89,20.0,237.8,2024-04-19,concluído
1026,210,Gesso Liso,Parede Rebocada,"Gesso Liso - fachada comercial, conforme orçamento aprovado.",metro quadrado,40.69,20.0,813.8,2024-08-22,concluído
1027,103,Gesso Liso,Parede Rebocada,"Serviço de gesso liso solicitado para sala comercial, imóvel residencial.",metro quadrado,68.88,20.0,1377.6,2024-01-26,concluído
1028,130,Forro Drywall,,Execução de forro drywall em escritório.,metro quadrado,44.19,95.0,4198.05,2024-12-07,concluído
1029,226,Gesso 3D,,"Serviço de gesso 3d solicitado para cozinha, imóvel residencial.",metro quadrado,78.68,172.66,13584.89,01/06/2024,concluído
1030,137,Sanca,,"Sanca - quarto principal, conforme orçamento aprovado.",m linear,17.91,95.0,1701.45,2024-12-04,concluído
1031,130,Forro Drywall,,"Forro Drywall - área externa, conforme orçamento aprovado.",metro quadrado,7.03,95.0,667.85,2024-08-29,concluído
1032,2,Divisória Drywall,,"Divisória Drywall - sala comercial, conforme orçamento aprovado.",m2,29.52,130.0,3837.6,2024-11-20,concluído
1033,255,Moldura de Gesso,15cm,Execução de moldura de gesso em área externa.,metro linear,37.38,17.0,635.46,2025-05-19,concluído
1034,285,Forro Drywall,,Execução de forro drywall em corredor.,metro quadrado,64.74,103.44,6696.71,2024-06-01,concluído
1035,166,Divisória Drywall,,"Serviço de divisória drywall solicitado para quarto principal, imóvel industrial.",metro quadrado,39.39,130.0,5120.7,2025-06-11,concluído
1036,136,Sanca,,"Sanca - corredor, conforme orçamento aprovado.",metro linear,9.11,,,2025-11-07,concluído
1037,211,Sanca,,Execução de sanca em sala comercial.,metro linear,5.03,95.0,477.85,2024-01-29,concluído
1038,315,Gesso Liso,Parede Pintada,"Gesso Liso - corredor, conforme orçamento aprovado.",metro quadrado,50.3,22.99,1156.4,2025-04-04,Concluido
1039,301,Gesso Liso,Parede Rebocada,"Serviço de gesso liso solicitado para recepção da loja, imóvel industrial.",metro quadrado,82.13,20.0,1642.6,2026-04-14,concluído
1040,62,Divisória Drywall,,Execução de divisória drywall em sala comercial.,metro quadrado,40.55,130.0,5271.5,2025-06-09,concluído
1041,14,Sanca,,Execução de sanca em escritório.,metro linear,12.6,95.0,1197.0,2025-04-29,concluído
1042,332,Forro Drywall,,"Forro Drywall - área externa, conforme orçamento aprovado.",metro quadrado,58.11,95.0,5520.45,2025-05-26,concluído
1043,201,Divisória Drywall,,Execução de divisória drywall em galpão industrial.,metro quadrado,50.87,,,2025-05-03,concluído
1044,298,Moldura de Gesso,10cm,"Serviço de moldura de gesso solicitado para sala comercial, imóvel residencial.",metro linear,18.67,15.0,280.05,2026-07-10,concluído
1045,236,Forro Drywall,,"Forro Drywall - área externa, conforme orçamento aprovado.",metro quadrado,51.06,95.0,4850.7,2025-10-18,concluído
1046,193,Moldura de Gesso,15cm,Execução de moldura de gesso em cozinha.,metro linear,17.2,17.0,292.4,2025-09-18,concluído
1047,198,Forro Drywall,,"Forro Drywall - sala comercial, conforme orçamento aprovado.",metro quadrado,15.53,95.0,1475.35,2026-02-17,concluído
1048,114,Boiserie,,Execução de boiserie em fachada comercial.,metro linear,12.84,150.0,1926.0,2024-08-21,concluído
1049,228,Moldura de Gesso,7cm,"Moldura de Gesso - quarto principal, conforme orçamento aprovado.",metro linear,25.27,12.0,303.24,2026-05-03,concluído
1050,308,Gesso Liso,Parede Pintada,Execução de gesso liso em sala de estar.,metro quadrado,55.85,19.83,1107.51,2025-02-21,concluído
1051,285,Divisória Drywall,,"Serviço de divisória drywall solicitado para fachada comercial, imóvel residencial.",metro quadrado,45.39,133.26,6048.67,2026-07-20,concluído
1052,163,Sanca,,"Sanca - quarto principal, conforme orçamento aprovado.",metro linear,27.06,95.0,2570.7,2024-10-07,concluído
1053,34,Gesso 3D,,"Gesso 3D - sala comercial, conforme orçamento aprovado.",metro quadrado,66.56,180.0,11980.8,05/07/2025,concluído
1054,283,Forro Drywall,,"Serviço de forro drywall solicitado para galpão industrial, imóvel residencial.",metro quadrado,15.78,95.0,1499.1,2025-02-27,concluído
1055,280,Gesso 3D,,"Serviço de gesso 3d solicitado para área externa, imóvel residencial.",metro quadrado,38.2,180.0,6876.0,2026-07-26,concluído
1056,160,Forro Drywall,,Execução de forro drywall em quarto principal.,metro quadrado,59.78,95.0,5679.1,2025-08-25,concluído
1057,30,Gesso Liso,Parede Pintada,"Serviço de gesso liso solicitado para galpão industrial, imóvel residencial.",metro quadrado,72.43,,,2024-09-09,concluído
1058,32,Gesso Liso,Parede Pintada,"Gesso Liso - cozinha, conforme orçamento aprovado.",metro quadrado,22.39,21.75,486.98,2025-02-08,concluído
1059,29,Forro Drywall,,"Serviço de forro drywall solicitado para sala comercial, imóvel industrial.",metro quadrado,0.0,95.0,,2025-11-02,concluído
1060,193,Forro Drywall,,"Serviço de forro drywall solicitado para corredor, imóvel residencial.",metro quadrado,84.89,95.0,8064.55,2026-07-13,concluído
1061,8,Divisória Drywall,,"Serviço de divisória drywall solicitado para sala de estar, imóvel residencial.",metro quadrado,70.44,130.0,9157.2,2026-06-04,concluído
1062,99,Boiserie,,Execução de boiserie em recepção da loja.,metro linear,31.91,150.0,4786.5,2024-05-13,concluído
1063,215,Divisória Drywall,,"Divisória Drywall - sala de estar, conforme orçamento aprovado.",metro quadrado,31.26,130.0,4063.8,2025-10-09,concluído
1064,61,Moldura de Gesso,20cm,Execução de moldura de gesso em corredor.,metro linear,9.47,,,2026-03-28,concluído
1065,200,Gesso Liso,Parede de Tijolo,"Gesso Liso - fachada comercial, conforme orçamento aprovado.",metro quadrado,6.25,30.0,187.5,2024-04-12,concluído
1066,4,Boiserie,,Execução de boiserie em corredor.,metro linear,31.14,150.0,4671.0,2025-04-30,concluído
1067,296,Sanca,,"Serviço de sanca solicitado para cozinha, imóvel industrial.",metro linear,25.03,95.0,2377.85,2026-03-15,Concluido
1068,327,Moldura de Gesso,15cm,"Serviço de moldura de gesso solicitado para corredor, imóvel residencial.",metro linear,33.04,18.36,606.61,2024-02-24,concluído
1069,198,Gesso Liso,Parede de Tijolo,Execução de gesso liso em fachada comercial.,metro quadrado,74.18,30.0,2225.4,2024-12-24,CONCLUÍDO
1070,286,Sanca,,"Serviço de sanca solicitado para sala de estar, imóvel residencial.",metro linear,28.7,95.0,2726.5,2024-09-16,concluído
1071,147,Gesso Liso,Parede Pintada,"Gesso Liso - escritório, conforme orçamento aprovado.",metro quadrado,56.83,22.0,1250.26,2024-07-20,concluído
1072,276,Divisória Drywall,,"Serviço de divisória drywall solicitado para corredor, imóvel residencial.",metro quadrado,53.8,,,2025-11-29,Concluido
1073,151,Divisória Drywall,,Execução de divisória drywall em recepção da loja.,metro quadrado,56.25,130.0,7312.5,2024-06-22,concluído
1074,7,Forro Drywall,,"Forro Drywall - escritório, conforme orçamento aprovado.",metro quadrado,57.06,95.16,5429.83,2025-01-31,CONCLUÍDO
1075,167,Boiserie,,"Boiserie - fachada comercial, conforme orçamento aprovado.",metro linear,29.61,150.0,4441.5,2025-10-01,Concluido
1076,264,Moldura de Gesso,7cm,"Serviço de moldura de gesso solicitado para galpão industrial, imóvel industrial.",metro linear,5.56,12.0,66.72,2025-06-01,concluído
1077,185,Gesso 3D,,"Gesso 3D - área externa, conforme orçamento aprovado.",metro quadrado,25.19,162.46,4092.37,2025-07-01,Concluido
1078,329,Sanca,,"Serviço de sanca solicitado para sala comercial, imóvel residencial.",metro linear,28.39,96.65,2743.89,2024-09-03,concluído
1079,319,Moldura de Gesso,7cm,"Serviço de moldura de gesso solicitado para área externa, imóvel residencial.",metro linear,24.01,12.0,288.12,2025-06-10,concluído
1080,246,Gesso Liso,Parede Pintada,"Serviço de gesso liso solicitado para área externa, imóvel residencial.",m2,12.48,22.0,274.56,2024-09-16,concluído
1081,68,Divisória Drywall,,Execução de divisória drywall em quarto principal.,metro quadrado,77.27,130.0,10045.1,2025-08-29,concluído
1082,256,Gesso Liso,Parede Pintada,"Gesso Liso - sala comercial, conforme orçamento aprovado.",metro quadrado,6.44,22.0,141.68,2026-06-21,concluído
1083,86,gesso 3d,,"Serviço de gesso 3d solicitado para sala comercial, imóvel residencial.",metro quadrado,15.8,180.0,2844.0,2024-07-08,concluído
1084,16,Sanca,,Execução de sanca em quarto principal.,metro linear,21.79,95.0,2070.05,2025-07-25,Concluido
1085,197,Divisória Drywall,,Execução de divisória drywall em quarto principal.,metro quadrado,68.55,118.15,8099.18,2025-07-20,concluído
1086,282,Divisória Drywall,,Execução de divisória drywall em quarto principal.,metro quadrado,55.96,130.0,7274.8,2026-06-06,CONCLUÍDO
1087,235,Boiserie,,Execução de boiserie em área externa.,metro linear,33.91,150.0,5086.5,2025-01-13,concluído
1088,24,Gesso 3D,,"Serviço de gesso 3d solicitado para recepção da loja, imóvel industrial.",metro quadrado,39.31,180.0,7075.8,2025-03-08,concluído
1089,116,Moldura de Gesso,7cm,"Moldura de Gesso - área externa, conforme orçamento aprovado.",metro linear,0.0,12.0,,2024-11-27,concluído
1090,8,Gesso Liso,Parede Rebocada,"Gesso Liso - sala comercial, conforme orçamento aprovado.",metro quadrado,33.75,20.0,675.0,2025-03-05,concluído
1091,311,Divisória Drywall,,"Divisória Drywall - quarto principal, conforme orçamento aprovado.",metro quadrado,41.19,130.0,5354.7,2025-03-19,concluído
1092,315,Forro Drywall,,"Forro Drywall - recepção da loja, conforme orçamento aprovado.",metro quadrado,9.88,90.93,898.39,2025-01-06,concluído
1093,45,Sanca,,"Serviço de sanca solicitado para cozinha, imóvel residencial.",metro linear,7.91,89.26,706.05,2026-05-19,CONCLUÍDO
1094,3,Gesso Liso,Parede Rebocada,Execução de gesso liso em galpão industrial.,metro quadrado,65.65,20.0,1313.0,2026-08-14,concluído
1095,47,Forro Drywall,,Execução de forro drywall em sala comercial.,metro quadrado,58.35,95.0,5543.25,2025-09-08,concluído
1096,71,Gesso Liso,Parede de Tijolo,"Serviço de gesso liso solicitado para sala de estar, imóvel industrial.",metro quadrado,39.3,30.0,1179.0,2026-08-23,concluído
1097,68,Forro Drywall,,"Forro Drywall - sala comercial, conforme orçamento aprovado.",metro quadrado,12.52,95.0,1189.4,2025-01-16,concluído
1098,188,Moldura de Gesso,15cm,Execução de moldura de gesso em galpão industrial.,metro linear,0.0,17.0,,2026-08-18,concluído
1099,70,Divisória Drywall,,Execução de divisória drywall em fachada comercial.,metro quadrado,26.55,,,2025-05-30,concluído
1100,265,Gesso Liso,Parede Pintada,"Serviço de gesso liso solicitado para sala comercial, imóvel industrial.",metro quadrado,18.8,22.0,413.6,03/09/2024,concluído
1101,180,Sanca,,Execução de sanca em corredor.,metro linear,37.89,82.15,3112.66,2024-04-28,concluído
1102,162,Gesso Liso,Parede Pintada,Execução de gesso liso em área externa.,metro quadrado,19.06,22.79,434.38,2024-08-20,Concluido
1103,221,Sanca,,"Sanca - quarto principal, conforme orçamento aprovado.",metro linear,24.96,95.0,2371.2,2025-05-10,concluído
1104,168,Gesso Liso,Parede de Tijolo,"Serviço de gesso liso solicitado para área externa, imóvel residencial.",metro quadrado,60.63,30.0,1818.9,2026-03-27,concluído
1105,143,Gesso Liso,Parede de Tijolo,Execução de gesso liso em cozinha.,metro quadrado,81.48,30.0,2444.4,2026-01-20,concluído
1106,43,Moldura de Gesso,15cm,"Moldura de Gesso - área externa, conforme orçamento aprovado.",metro linear,10.89,14.6,158.99,2024-12-06,concluído
1107,152,Forro Drywall,,Execução de forro drywall em cozinha.,metro quadrado,21.28,89.3,1900.3,2024-09-19,concluído
1108,280,Divisória Drywall,,"Divisória Drywall - fachada comercial, conforme orçamento aprovado.",metro quadrado,39.27,130.0,5105.1,2025-08-25,concluído
1109,91,Forro Drywall,,"Serviço de forro drywall solicitado para cozinha, imóvel residencial.",metro quadrado,29.75,,,2026-03-27,Concluido
1110,228,Forro Drywall,,"Forro Drywall - recepção da loja, conforme orçamento aprovado.",metro quadrado,79.09,95.0,7513.55,2025-04-04,concluído
1111,305,Moldura de Gesso,15cm,Execução de moldura de gesso em área externa.,metro linear,4.26,15.83,67.44,2024-02-13,concluído
1112,52,Sanca,,"Serviço de sanca solicitado para fachada comercial, imóvel residencial.",m linear,20.12,95.0,1911.4,2025-09-07,CONCLUÍDO
1113,91,Sanca,,Execução de sanca em fachada comercial.,metro linear,9.22,95.0,875.9,2025-01-14,Concluido
1114,43,Boiserie,,"Boiserie - cozinha, conforme orçamento aprovado.",metro linear,27.67,156.94,4342.53,2026-07-10,concluído
1115,57,Sanca,,"Sanca - área externa, conforme orçamento aprovado.",metro linear,15.48,,,2026-07-17,Concluido
1116,225,Forro Drywall,,"Serviço de forro drywall solicitado para área externa, imóvel residencial.",metro quadrado,26.88,95.0,2553.6,2026-02-22,concluído
1117,188,Gesso Liso,Parede de Tijolo,"Serviço de gesso liso solicitado para área externa, imóvel residencial.",m2,56.16,30.0,1684.8,2026-04-29,concluído
1118,297,Sanca,,"Sanca - fachada comercial, conforme orçamento aprovado.",metro linear,7.39,95.0,702.05,2024-02-02,Concluido
1119,49,Gesso Liso,Parede de Tijolo,Execução de gesso liso em galpão industrial.,metro quadrado,81.39,30.0,2441.7,2025-09-22,concluído
1120,175,Gesso Liso,Parede Pintada,"Serviço de gesso liso solicitado para sala de estar, imóvel residencial.",metro quadrado,15.87,22.0,349.14,2024-03-01,concluído
1121,281,Gesso 3D,,"Gesso 3D - corredor, conforme orçamento aprovado.",metro quadrado,8.76,180.0,1576.8,2025-05-03,concluído
1122,112,Moldura de Gesso,7cm,"Serviço de moldura de gesso solicitado para sala de estar, imóvel residencial.",metro linear,27.5,12.0,330.0,2025-08-17,concluído
1123,81,Moldura de Gesso,10cm,Execução de moldura de gesso em recepção da loja.,metro linear,0.0,15.0,,2024-12-22,concluído
1124,55,Divisória Drywall,,Execução de divisória drywall em cozinha.,metro quadrado,41.21,130.0,5357.3,2025-10-04,concluído
1125,36,Moldura de Gesso,20cm,"Moldura de Gesso - galpão industrial, conforme orçamento aprovado.",metro linear,3.56,20.0,71.2,2025-10-20,Concluido
1126,212,Gesso Liso,Parede Rebocada,Execução de gesso liso em cozinha.,metro quadrado,45.35,20.0,907.0,2026-07-13,concluído
1127,234,Gesso Liso,Parede Pintada,"Gesso Liso - cozinha, conforme orçamento aprovado.",metro quadrado,31.06,22.0,683.32,2026-03-19,CONCLUÍDO
